case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
4679,40,44,13,1,194523,45460,1855381,19972,60568,Graduate,12th Pass,Self-Employed,Employed,Upper-Middle,Moderate,Poor,No,Shared,Arranged,Mutual Consent,45910,164
4680,26,31,1,0,47192,0,2436293,259618,15485,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Good,Good,Yes,N/A,Court Marriage,Mutual Consent,16219,73
4681,54,57,34,1,67901,35383,2011307,372625,20074,12th Pass,10th Pass,Unemployed,Employed,Middle,Good,Moderate,No,Husband,Arranged,Contested,26425,310
4682,44,45,3,1,71529,24572,318178,14498,26402,Postgraduate,12th Pass,Unemployed,Self-Employed,Middle,Good,Moderate,No,Shared,Arranged,Contested,19657,58
4683,52,51,9,2,13166,13565,294612,87805,6864,Graduate,Postgraduate,Self-Employed,Business,Low,Good,Good,No,Shared,Court Marriage,Contested,9767,111
4684,49,46,5,0,157753,85960,4113488,338558,57828,Postgraduate,Professional Degree,Business,Employed,Upper-Middle,Moderate,Good,No,N/A,Arranged,Mutual Consent,21287,53
4685,56,60,10,4,12134,0,173423,1180,4082,Postgraduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,27706,168
4686,34,35,12,2,77456,34163,541696,4555,35712,Graduate,Graduate,Employed,Business,Middle,Good,Good,Yes,Shared,Love,Contested,22831,149
4687,57,60,18,2,28023,18116,332711,66532,14316,Graduate,Professional Degree,Employed,Self-Employed,Low,Poor,Good,No,Shared,Arranged,Contested,18079,238
4688,37,37,1,1,183423,0,1148209,230745,59295,Graduate,10th Pass,Self-Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Wife,Arranged,Contested,62096,147
4689,61,60,3,2,69379,34069,1191684,322720,34160,Graduate,Postgraduate,Employed,Employed,Middle,Moderate,Good,No,Husband,Love,Mutual Consent,14509,69
4690,40,40,5,0,60655,0,1339729,36510,20710,Professional Degree,12th Pass,Employed,Homemaker,Middle,Good,Moderate,Yes,N/A,Love,Mutual Consent,28431,101
4691,46,44,25,4,45259,0,753807,85112,14672,12th Pass,12th Pass,Employed,Homemaker,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,43368,318
4692,44,41,17,2,29774,19892,199377,53190,11668,12th Pass,Postgraduate,Self-Employed,Self-Employed,Low,Good,Good,No,Wife,Arranged,Contested,20003,165
4693,51,55,8,0,147344,112232,9520451,2278274,39785,Graduate,Below 10th,Employed,Business,Upper-Middle,Good,Poor,No,N/A,Love,Mutual Consent,9098,77
4694,40,40,17,2,70835,0,517540,36245,36031,Postgraduate,12th Pass,Business,Homemaker,Middle,Poor,Moderate,Yes,Wife,Love,Contested,45699,269
4695,58,59,9,1,75814,0,2816194,751896,38839,Postgraduate,Graduate,Business,Homemaker,Middle,Good,Poor,Yes,Shared,Arranged,Contested,36430,159
4696,56,58,32,0,28918,0,468466,95681,13106,Postgraduate,Postgraduate,Employed,Homemaker,Low,Moderate,Poor,Yes,N/A,Arranged,Contested,24207,333
4697,50,54,6,3,28564,0,491957,39009,9736,Graduate,Graduate,Business,Homemaker,Low,Moderate,Good,Yes,Wife,Love,Contested,31984,135
4698,49,53,17,0,283041,0,6693080,90003,84915,Postgraduate,Professional Degree,Employed,Homemaker,High,Good,Good,Yes,N/A,Arranged,Mutual Consent,80061,200
4699,26,29,8,2,75100,22980,1702565,254078,34519,12th Pass,12th Pass,Business,Self-Employed,Middle,Good,Good,Yes,Wife,Love,Contested,32367,115
4700,36,36,7,4,81113,0,3050113,652490,22786,Graduate,Graduate,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,47782,156
4701,33,35,7,1,10951,17589,185995,14989,4088,12th Pass,Below 10th,Business,Self-Employed,Low,Poor,Good,No,Shared,Arranged,Mutual Consent,9421,134
4702,36,36,15,1,38947,18572,1971890,99818,10774,12th Pass,Professional Degree,Unemployed,Employed,Middle,Good,Poor,No,Wife,Love,Contested,13493,162
4703,50,53,7,0,471917,85036,25056309,565880,178354,10th Pass,12th Pass,Employed,Self-Employed,High,Poor,Good,No,N/A,Love,Contested,116791,115
4704,33,30,6,0,21390,9981,228162,57635,6210,Graduate,Postgraduate,Employed,Employed,Low,Good,Good,No,N/A,Arranged,Contested,5820,55
4705,34,35,11,0,71345,0,1411998,23184,18525,Below 10th,12th Pass,Self-Employed,Homemaker,Middle,Moderate,Poor,Yes,N/A,Arranged,Mutual Consent,31626,167
4706,56,56,8,3,410675,199455,44843881,8198409,158077,Graduate,10th Pass,Self-Employed,Self-Employed,High,Moderate,Good,Yes,Wife,Arranged,Contested,53285,135
4707,58,60,9,3,192695,74324,8918767,2042156,80991,Graduate,12th Pass,Unemployed,Self-Employed,Upper-Middle,Good,Good,No,Wife,Love,Contested,38357,107
4708,44,49,15,2,21925,19189,68243,15978,8371,Graduate,12th Pass,Business,Employed,Low,Poor,Good,Yes,Husband,Love,Mutual Consent,12077,200
4709,26,27,2,1,45073,37167,1869733,366673,13650,Postgraduate,Professional Degree,Business,Self-Employed,Middle,Good,Moderate,Yes,Wife,Love,Contested,12360,74
4710,25,25,7,3,19098,0,309349,60582,5218,12th Pass,Postgraduate,Self-Employed,Unemployed,Low,Moderate,Moderate,No,Wife,Court Marriage,Contested,21591,118
4711,60,60,18,2,99744,0,6009831,854763,28717,10th Pass,10th Pass,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,56469,215
4712,48,49,22,1,66855,0,1674375,209317,31297,12th Pass,Graduate,Business,Unemployed,Middle,Poor,Good,No,Wife,Love,Mutual Consent,37303,236
4713,51,56,10,1,364123,0,15220961,627201,92765,Postgraduate,Graduate,Employed,Homemaker,High,Poor,Good,Yes,Shared,Arranged,Contested,133477,217
4714,26,30,6,0,25408,0,171162,27489,12932,Graduate,Graduate,Employed,Homemaker,Low,Good,Good,Yes,N/A,Love,Mutual Consent,14399,92
4715,55,55,33,4,56543,42419,1946928,41487,28386,Graduate,Postgraduate,Employed,Employed,Middle,Moderate,Poor,No,Husband,Love,Contested,24803,319
4716,38,41,7,2,24428,0,333202,46801,12559,Graduate,10th Pass,Employed,Homemaker,Low,Moderate,Moderate,Yes,Wife,Love,Contested,27188,173
4717,26,27,3,2,65806,23575,511409,112136,33799,Postgraduate,Below 10th,Employed,Employed,Middle,Moderate,Poor,No,Shared,Arranged,Mutual Consent,17065,56
4718,53,53,14,2,23116,0,140031,18604,10408,12th Pass,Graduate,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,24692,198
4719,39,40,12,2,56876,0,835990,127475,28678,12th Pass,Graduate,Self-Employed,Homemaker,Middle,Poor,Poor,Yes,Wife,Arranged,Contested,36385,237
4720,36,37,14,0,177219,0,8635052,2181747,83133,10th Pass,Postgraduate,Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,N/A,Love,Mutual Consent,61346,169
4721,61,60,36,2,11337,17606,328969,63811,3854,12th Pass,10th Pass,Unemployed,Employed,Low,Good,Moderate,No,Wife,Arranged,Contested,19752,335
4722,52,57,13,3,57255,16411,2431111,93060,27284,12th Pass,10th Pass,Self-Employed,Employed,Middle,Moderate,Moderate,No,Shared,Arranged,Contested,31393,160
4723,44,46,16,0,402316,0,47058017,7664863,174875,Professional Degree,Postgraduate,Employed,Homemaker,High,Good,Good,Yes,N/A,Arranged,Contested,136052,196
4724,48,48,16,4,290334,0,27762952,3036506,74977,Below 10th,12th Pass,Employed,Unemployed,High,Good,Good,No,Wife,Arranged,Contested,97012,170
4725,45,43,22,1,15667,0,490325,30424,7612,Graduate,Graduate,Self-Employed,Unemployed,Low,Poor,Good,Yes,Husband,Arranged,Mutual Consent,20332,253
4726,34,33,5,1,394173,172828,27548208,5355112,201521,Postgraduate,10th Pass,Self-Employed,Employed,High,Moderate,Moderate,No,Shared,Arranged,Contested,61810,95
4727,38,36,6,2,26214,0,212476,24636,10623,Professional Degree,Postgraduate,Employed,Homemaker,Low,Good,Moderate,Yes,Husband,Arranged,Mutual Consent,19132,115
4728,61,60,38,3,57620,0,1350693,310918,22823,Professional Degree,Professional Degree,Employed,Unemployed,Middle,Poor,Good,Yes,Husband,Arranged,Contested,49223,360
4729,42,44,18,2,141356,72983,9769652,1718972,53458,10th Pass,Professional Degree,Employed,Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Contested,26421,179
4730,48,49,6,2,86634,0,6740283,210815,40341,12th Pass,Graduate,Unemployed,Homemaker,Upper-Middle,Moderate,Poor,Yes,Shared,Arranged,Mutual Consent,39285,143
4731,38,36,7,2,144899,94616,2892839,304051,45590,Professional Degree,12th Pass,Employed,Employed,Upper-Middle,Poor,Moderate,Yes,Wife,Love,Mutual Consent,21407,141
4732,58,59,26,2,81724,0,5713621,462534,39405,12th Pass,10th Pass,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Wife,Arranged,Contested,47622,316
4733,36,41,13,0,17467,0,123091,5538,5898,10th Pass,12th Pass,Self-Employed,Homemaker,Low,Good,Moderate,Yes,N/A,Court Marriage,Contested,15381,163
4734,46,46,12,0,43386,0,475271,114096,14250,Professional Degree,Graduate,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,26358,184
4735,30,28,3,0,52381,37022,2811783,319302,25810,Graduate,12th Pass,Self-Employed,Employed,Middle,Moderate,Moderate,No,N/A,Arranged,Mutual Consent,7565,44
4736,60,59,26,1,72629,0,2816626,518196,21956,12th Pass,Graduate,Self-Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,36337,299
4737,60,59,1,1,11889,0,280893,74325,6048,12th Pass,Graduate,Employed,Unemployed,Low,Good,Good,Yes,Wife,Love,Mutual Consent,16542,49
4738,46,51,8,2,55993,0,1782616,290391,30424,Graduate,Postgraduate,Employed,Homemaker,Middle,Moderate,Moderate,Yes,Wife,Love,Mutual Consent,38326,174
4739,38,38,4,2,134447,0,2570618,199027,46513,Graduate,Postgraduate,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Arranged,Contested,56196,111
4740,40,37,19,0,106612,87572,3502573,830829,56329,Professional Degree,Below 10th,Business,Employed,Upper-Middle,Good,Good,No,N/A,Love,Contested,6940,158
4741,60,57,37,0,69001,0,572925,74896,28975,12th Pass,Postgraduate,Self-Employed,Homemaker,Middle,Good,Good,Yes,N/A,Love,Mutual Consent,33727,340
4742,49,52,17,0,42324,37843,1968212,332924,13873,10th Pass,12th Pass,Business,Self-Employed,Middle,Good,Good,Yes,N/A,Arranged,Contested,6644,159
4743,56,59,3,1,176638,0,2086999,564794,68145,12th Pass,12th Pass,Business,Homemaker,Upper-Middle,Good,Moderate,Yes,Husband,Arranged,Contested,54329,117
4744,57,55,19,0,56162,39822,1978988,290480,27520,Graduate,Professional Degree,Self-Employed,Employed,Middle,Poor,Moderate,No,N/A,Arranged,Mutual Consent,10184,212
4745,60,60,1,2,215765,201181,10054820,1009587,97092,12th Pass,10th Pass,Self-Employed,Self-Employed,High,Good,Poor,No,Wife,Love,Mutual Consent,1000,33
4746,44,49,23,1,24483,0,348586,76067,9754,12th Pass,12th Pass,Business,Homemaker,Low,Good,Good,Yes,Shared,Love,Mutual Consent,23135,257
4747,42,43,1,2,50786,30224,1223650,49007,16616,Graduate,Postgraduate,Self-Employed,Employed,Middle,Moderate,Good,Yes,Wife,Arranged,Contested,19932,91
4748,27,26,7,2,351705,0,44836333,12290413,164505,Postgraduate,Graduate,Employed,Homemaker,High,Good,Poor,Yes,Wife,Love,Mutual Consent,116978,132
4749,47,46,20,1,279843,219593,14070466,3864649,96264,Graduate,Postgraduate,Employed,Employed,High,Good,Good,No,Wife,Arranged,Contested,4698,205
4750,56,55,23,0,78879,0,1546540,268822,27551,Graduate,12th Pass,Employed,Unemployed,Middle,Poor,Good,No,N/A,Love,Mutual Consent,32481,221
4751,40,42,5,1,16866,0,274817,12720,7995,Graduate,12th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Mutual Consent,15822,103
4752,29,29,7,0,104078,0,8969144,1216460,43455,10th Pass,Below 10th,Employed,Homemaker,Upper-Middle,Poor,Good,Yes,N/A,Arranged,Mutual Consent,45557,158
4753,28,32,9,0,39123,47526,1308510,166169,11961,Postgraduate,Graduate,Employed,Employed,Middle,Moderate,Good,No,N/A,Arranged,Contested,1000,104
4754,45,46,26,2,115656,87365,1266545,113348,52754,10th Pass,Below 10th,Self-Employed,Self-Employed,Upper-Middle,Moderate,Good,Yes,Shared,Arranged,Contested,25644,274
4755,38,35,6,1,43755,29023,1925502,101146,14326,12th Pass,12th Pass,Business,Employed,Middle,Moderate,Poor,No,Wife,Love,Mutual Consent,10705,77
4756,55,60,22,4,18754,0,95028,7517,8967,Graduate,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Wife,Love,Contested,34750,262
4757,38,35,17,0,16249,0,182970,30493,6395,10th Pass,Graduate,Employed,Homemaker,Low,Moderate,Moderate,Yes,N/A,Arranged,Contested,17193,219
4758,30,32,12,3,64760,0,1563541,321639,27749,Graduate,12th Pass,Business,Homemaker,Middle,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,40634,180
4759,36,33,4,2,23993,0,180426,53023,10324,Graduate,Below 10th,Business,Unemployed,Low,Moderate,Good,No,Wife,Arranged,Contested,17727,94
4760,40,39,8,1,10986,0,321829,20831,3230,Graduate,10th Pass,Self-Employed,Homemaker,Low,Moderate,Moderate,Yes,Shared,Love,Contested,17919,191
4761,41,42,5,1,53587,44042,745164,45607,23853,Professional Degree,12th Pass,Self-Employed,Employed,Middle,Moderate,Moderate,No,Husband,Love,Contested,8085,93
4762,47,50,5,2,69661,35280,2263834,79483,35536,Graduate,Below 10th,Business,Employed,Middle,Moderate,Good,Yes,Shared,Court Marriage,Contested,19757,105
4763,38,42,13,3,27238,0,309684,87237,14091,Postgraduate,10th Pass,Business,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Mutual Consent,32415,179
4764,31,36,10,1,24413,10520,180460,20672,11146,Graduate,Graduate,Business,Employed,Low,Moderate,Poor,No,Wife,Arranged,Mutual Consent,12688,142
4765,56,58,8,0,262263,0,48863549,13544694,141803,12th Pass,10th Pass,Self-Employed,Homemaker,High,Moderate,Moderate,Yes,N/A,Love,Mutual Consent,88172,120
4766,39,44,8,1,12256,9880,440805,117620,5263,10th Pass,Postgraduate,Employed,Self-Employed,Low,Good,Good,Yes,Wife,Arranged,Contested,12669,121
4767,41,45,1,1,53854,33919,2420832,31937,17581,Graduate,Below 10th,Employed,Employed,Middle,Poor,Moderate,No,Wife,Arranged,Contested,18246,90
4768,58,60,29,4,45706,0,2800103,235016,20478,Graduate,Postgraduate,Self-Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Contested,50810,330
4769,29,29,5,2,122086,0,1848196,167736,63820,10th Pass,12th Pass,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,52443,142
4770,51,56,28,0,45876,0,2161823,179872,16407,Postgraduate,Graduate,Business,Homemaker,Middle,Moderate,Moderate,Yes,N/A,Arranged,Contested,34748,300
4771,47,50,21,1,17961,0,89202,11382,5917,Graduate,Graduate,Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Mutual Consent,24544,244
4772,38,39,8,0,25416,14409,188859,28289,13723,Graduate,12th Pass,Business,Self-Employed,Low,Good,Poor,No,N/A,Arranged,Contested,7278,68
4773,39,40,17,3,154200,100949,5757679,1309640,74010,Graduate,Graduate,Self-Employed,Employed,Upper-Middle,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,19798,209
4774,57,54,23,3,183424,0,5188776,416715,48595,Postgraduate,10th Pass,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Love,Contested,85628,298
4775,55,53,9,0,44263,0,1865966,167235,18517,10th Pass,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Arranged,Contested,22919,137
4776,59,58,2,1,22917,8912,334152,60007,7340,12th Pass,Postgraduate,Employed,Employed,Low,Good,Moderate,No,Wife,Love,Mutual Consent,11394,36
4777,41,45,19,4,36014,0,2821693,151752,12102,Professional Degree,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,43240,227
4778,52,54,31,0,43106,0,2340241,332215,11909,Below 10th,10th Pass,Self-Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,34134,360
4779,43,44,7,1,93985,62201,5770149,434466,30009,Graduate,Graduate,Business,Self-Employed,Upper-Middle,Moderate,Moderate,No,Husband,Arranged,Mutual Consent,10146,91
4780,47,44,26,1,10814,0,290588,17260,4342,12th Pass,Professional Degree,Self-Employed,Homemaker,Low,Good,Poor,Yes,Wife,Love,Contested,27985,310
4781,56,60,3,0,56455,0,1644156,392453,15444,Graduate,12th Pass,Business,Unemployed,Middle,Poor,Good,No,N/A,Court Marriage,Contested,23688,85
4782,37,36,9,0,11186,14745,276900,58740,5782,Graduate,Postgraduate,Unemployed,Self-Employed,Low,Moderate,Moderate,Yes,N/A,Love,Contested,4826,135
4783,44,43,10,4,71340,0,1936431,145123,34430,Graduate,Graduate,Employed,Homemaker,Middle,Moderate,Poor,Yes,Wife,Arranged,Mutual Consent,46376,173
4784,59,57,26,2,30648,0,1783870,222184,11168,12th Pass,12th Pass,Self-Employed,Homemaker,Middle,Moderate,Moderate,Yes,Wife,Love,Contested,34378,310
4785,29,29,1,1,324679,0,42393922,1961448,93854,Graduate,Graduate,Employed,Homemaker,High,Moderate,Good,Yes,Wife,Arranged,Contested,105629,92
4786,33,31,9,1,58197,0,2926400,46677,31903,Postgraduate,12th Pass,Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Love,Contested,33846,210
4787,53,58,15,2,67428,49031,738393,129636,28251,12th Pass,12th Pass,Employed,Employed,Middle,Moderate,Good,No,Wife,Arranged,Mutual Consent,18379,160
4788,30,33,9,1,27838,7537,363621,39659,10491,Postgraduate,12th Pass,Employed,Self-Employed,Low,Good,Good,No,Shared,Arranged,Mutual Consent,10255,112
4789,49,53,6,1,17759,0,402056,24997,5498,10th Pass,12th Pass,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Arranged,Contested,17675,126
4790,55,54,18,0,19250,0,145196,4992,5986,12th Pass,Postgraduate,Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Love,Mutual Consent,20407,211
4791,46,48,1,2,29790,17752,199507,40701,14563,Graduate,12th Pass,Employed,Self-Employed,Low,Poor,Good,No,Husband,Arranged,Contested,11518,82
4792,26,28,6,1,10946,7957,286736,23351,4443,12th Pass,Postgraduate,Business,Employed,Low,Good,Good,No,Wife,Love,Contested,9446,83
4793,29,26,8,0,378258,0,36854388,10032378,206226,Postgraduate,Below 10th,Employed,Homemaker,High,Poor,Moderate,Yes,N/A,Arranged,Mutual Consent,117265,164
4794,51,53,3,1,51829,0,2447591,141572,27776,12th Pass,10th Pass,Self-Employed,Homemaker,Middle,Moderate,Moderate,Yes,Wife,Arranged,Contested,34237,142
4795,49,48,17,0,27176,6789,476134,34820,8480,Postgraduate,Below 10th,Unemployed,Self-Employed,Low,Good,Moderate,Yes,N/A,Love,Mutual Consent,12467,147
4796,32,31,8,4,11136,0,486229,124241,6122,10th Pass,Graduate,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Shared,Arranged,Mutual Consent,23346,141
4797,25,24,4,2,67644,23032,1681385,288742,36932,12th Pass,10th Pass,Self-Employed,Self-Employed,Middle,Good,Good,No,Wife,Arranged,Contested,22053,62
4798,44,48,17,0,49179,25935,1775363,57723,24087,Professional Degree,Graduate,Employed,Employed,Middle,Good,Good,No,N/A,Arranged,Contested,9480,147
4799,47,48,8,0,13403,5318,371471,61232,4922,Graduate,Postgraduate,Self-Employed,Employed,Low,Moderate,Moderate,Yes,N/A,Arranged,Contested,11554,101
4800,56,56,17,2,32134,0,2187117,202173,10194,Graduate,Graduate,Employed,Homemaker,Middle,Poor,Poor,Yes,Wife,Love,Contested,37491,265
4801,35,40,9,1,454734,0,33252471,7351539,127756,Postgraduate,10th Pass,Business,Homemaker,High,Good,Moderate,Yes,Shared,Love,Contested,148763,149
4802,48,53,12,3,48683,0,2131444,49741,12929,10th Pass,Postgraduate,Business,Homemaker,Middle,Moderate,Moderate,Yes,Husband,Love,Mutual Consent,25966,186
4803,35,32,13,2,61506,20808,775007,213410,30521,Postgraduate,10th Pass,Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Contested,21740,145
4804,53,51,25,1,178424,0,6942442,995968,95219,10th Pass,10th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,84764,293
4805,50,54,19,4,19238,19142,411402,90625,9268,Graduate,Graduate,Business,Employed,Low,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,24242,211
4806,40,41,4,1,17419,0,115620,24441,8321,Graduate,Below 10th,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Mutual Consent,17644,115
4807,59,60,25,1,74622,0,1651187,88297,27949,10th Pass,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,38391,267
4808,44,41,11,2,137281,76500,8195193,2163760,60726,Postgraduate,12th Pass,Business,Employed,Upper-Middle,Moderate,Good,No,Wife,Love,Contested,26676,147
4809,27,28,4,3,56409,40353,2259253,157719,25461,Graduate,12th Pass,Unemployed,Employed,Middle,Good,Moderate,Yes,Husband,Arranged,Contested,12966,78
4810,25,24,6,2,12614,0,239121,13670,4127,12th Pass,Postgraduate,Employed,Homemaker,Low,Poor,Good,Yes,Shared,Arranged,Mutual Consent,15262,177
4811,25,23,5,2,321204,0,49076558,7665393,151481,Postgraduate,Below 10th,Employed,Homemaker,High,Good,Moderate,Yes,Shared,Court Marriage,Contested,105117,136
4812,41,39,17,1,60549,49217,446557,131896,17791,Postgraduate,Graduate,Business,Employed,Middle,Good,Good,Yes,Husband,Love,Contested,10062,185
4813,26,31,2,2,80783,0,7675478,721635,27307,Graduate,Graduate,Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Husband,Love,Contested,43315,153
4814,53,53,8,1,130998,84077,8141584,2355648,55924,Graduate,Postgraduate,Business,Employed,Upper-Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,12690,100
4815,44,44,4,2,55826,45002,1660096,216687,22993,Graduate,Graduate,Employed,Self-Employed,Middle,Moderate,Good,Yes,Shared,Love,Contested,11317,99
4816,30,33,10,1,109168,0,4789406,1199280,50367,Postgraduate,10th Pass,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Court Marriage,Mutual Consent,49824,168
